"Subject","Experiment","Sex","Age","Pool","Group","Test","Running","Condition","Cue","Target","FoilTarget","Resp","Acc","RT"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","plangent","noisy",,"old","0","7892"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","selcouth","strange",,"cloth","0","4946"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","immure","imprison",,"childish","0","6966"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","facinorous","infamous",,"face","0","3865"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","mehari","camel",,"gods","0","8557"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","barbet","bird",,"hair","0","9954"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","subvention","grant",,"under","0","4834"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","infandous","horrible",,"famous","0","6229"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","roke","mist",,"joke","0","6935"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","hyaline","glassy",,"hair","0","5514"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","morigerous","obedient",,"mongrel","0","3371"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","peculate","embezzle",,"peculiar","0","6055"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","tyro","beginner",,"fire","0","3011"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","maunder","ramble",,"laundry","0","5111"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","TestPrac","Meaning","jollux","fat","flamingo",,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","TestPrac","Study","periapt","charm","paper",,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","TestPrac","Study","torvous","stern","ambassador",,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","TestPrac","Meaning","neogamist","newlywed","child",,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","achene","fruit","billow","fruit","1","1863"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","infandous","horrible","support","horrible","1","1630"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","abjure","reject","wash","reject","1","3010"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","mehari","camel","moralising","camel","1","1225"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","objurgate","rebuke","secret","secret","0","4350"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","perpend","consider","beggar","consider","1","3312"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","recondite","hidden","cup","hidden","1","3182"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","subsecive","spare","hostile","spare","1","4792"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","valinch","tube","unmanageable","unmanageable","0","2658"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","munjeet","herb","spotty","herb","1","2323"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","olamic","lasting","observant","lasting","1","3281"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","blandish","flatter","join","join","0","3771"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","lassitude","tiredness","boring","tiredness","1","3561"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","karimption","crowd","seated","crowd","1","2455"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","orotund","pompous","tough","pompous","1","4465"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","desman","mole","edible","mole","1","2596"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","morigerous","obedient","fabulous","obedient","1","4957"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","unguinous","oily","knife","oily","1","2910"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","kedge","anchor","hungry","anchor","1","2814"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","limpid","clear","flimsy","clear","1","2499"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","roke","mist","quick","mist","1","1319"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","superate","overcome","disgrace","overcome","1","3503"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","stentorian","loud","button","loud","1","2937"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","hyaline","glassy","lament","glassy","1","2950"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","frond","leaf","unyielding","leaf","1","2229"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","hispid","bristly","space","space","0","3116"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","mechlin","lace","drip","lace","1","2331"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","varec","seaweed","cheat","seaweed","1","2333"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","tyro","beginner","jug","beginner","1","2101"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","barbet","bird","quench","bird","1","3499"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","balatron","joker","instil","joker","1","1791"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","aegagrus","goat","gem","goat","1","2252"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","kaross","jacket","chilly","jacket","1","2161"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","immolate","sacrifice","despise","sacrifice","1","3354"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","subluxation","dislocation","overthrow","dislocation","1","2827"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","rapparee","bandit","dismal","bandit","1","2143"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","facinorous","infamous","elderly","infamous","1","2666"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","subvention","grant","smart","grant","1","2518"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Study","floccose","woolly","curse","woolly","1","4078"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Test","Meaning","recreant","surrendering","gossip","surrendering","1","2400"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","PracticeMeaning",,"fane","temple",,"pretend","0","5616"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","PracticeMeaning",,"torvous","stern",,"difficult","0","7185"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","PracticeMeaning",,"phoenicopter","flamingo",,"aircraft","0","9727"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","PracticeMeaning",,"ostler","stableman",,"","0","0"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","pertinacious","unyielding",,"posh","0","5814"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","threnody","lament",,"song","0","5224"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","spoffish","fussy",,"snobbish","0","7102"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","renitent","resistant",,"","0","0"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","mundify","wash",,"makesimple","0","6567"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","sententious","moralising",,"meaningful","0","8588"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","picaroon","cheat",,"knife","0","3534"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","burgeon","flourish",,"heavy","0","6887"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","acherontic","dismal",,"old","0","5192"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","complect","intertwine",,"tothinkabout","0","9859"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","orotund","pompous",,"round","0","4236"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","esculent","edible",,"lavish","0","6509"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","compendious","concise",,"large","0","7638"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","hispid","bristly",,"sly","0","4410"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","trammel","impede",,"walkover","0","5552"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","carcanet","necklace",,"musicalinstrument","0","6094"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","sodality","fellowship",,"boring","0","9104"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","opprobrium","disgrace",,"morality","0","8799"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","subdolous","crafty",,"quiet","0","4640"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","clancular","secret",,"bodypart","0","7530"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","netsuke","button",,"h","0","8208"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","menald","spotty",,"persuade","0","7854"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","intractable","unmanageable",,"unopening","0","8897"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","tyro","beginner",,"brute","0","4501"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","limpid","clear",,"dull","0","5742"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","inculcate","instil",,"unundat","0","9226"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","immolate","sacrifice",,"takeover","0","6999"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","rapparee","bandit",,"celebration","0","7152"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","immure","imprison",,"snobby","0","6516"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","recreant","surrendering",,"play","0","6966"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","floccose","woolly",,"bunch","0","7327"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","recondite","hidden",,"agree","0","9464"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","esurient","hungry",,"haughty","0","8533"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","blandish","flatter",,"boringpls","0","9871"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","slake","quench",,"material","0","7376"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Non-Test Cue","quidnunc","gossip",,"sell","0","8262"
"11","TPL4 - familiar vs unfamiliar foils","female","19","Points","2","Familiar foils","Meaning","Test-Cue","effulgent","shining",,"indulge","0","8639"
