"participant","categoryStructure","strategyType","perceptualNoise","boundaryNoise","Accuracy","UDX","UDY","GLC","RND","wBIC_UDX","wBIC_UDY","wBIC_GLC","wBIC_RND"
10,"II","CJ",25,20,0.645,0,0,1,0,6.7434900509842e-05,0.000895556968022075,0.999037006985239,0
11,"II","CJ",25,20,0.67,0,0,1,0,5.6173762177576e-08,0.000820189665807495,0.999179754148075,0
12,"II","CJ",25,20,0.6675,0,0,1,0,0.000216818139894824,3.93699418973896e-08,0.999783142490146,0
13,"II","CJ",25,20,0.68,0,0,1,0,4.45446856381429e-06,2.35679794603298e-07,0.999995309849475,0
14,"II","CJ",25,20,0.6475,0,0,1,0,0.000477301206258555,9.81297274899183e-05,0.999424569037392,0
15,"II","CJ",25,20,0.655,0,0,1,0,3.13397188254489e-07,9.30620034448188e-05,0.999906624599335,0
16,"II","CJ",25,20,0.6625,0,0,1,0,2.0123424401024e-05,6.289568042927e-07,0.999979247618792,0
17,"II","CJ",25,20,0.655,0,0,1,0,0.00179770513668682,7.6582059304951e-08,0.998202218281004,0
18,"II","CJ",25,20,0.65,0,0,1,0,2.45549777803387e-05,1.52556859119364e-05,0.999960189336307,0
19,"II","CJ",25,20,0.655,0,1,0,0,1.92858619539633e-06,0.87348518900472,0.126512880395068,0
20,"II","CJ",25,20,0.62,0,0,1,0,0.000504126047712308,0.00348753775512822,0.99600832793885,0
1,"II","CJ",25,30,0.585,1,0,0,0,0.88701011349961,0.000726829780451881,0.112237766581255,0
2,"II","CJ",25,30,0.5875,0,1,0,0,0.00437252920998798,0.67966837878258,0.315958754314195,0
3,"II","CJ",25,30,0.6075,0,0,1,0,0.0989648853344507,0.000128486611265851,0.900906628054174,0
4,"II","CJ",25,30,0.6125,0,0,1,0,0.00652237556405374,0.0580753531442032,0.935362035897877,0
5,"II","CJ",25,30,0.58,0,1,0,0,0.0173408559501997,0.543659178268648,0.438999894957513,0
6,"II","CJ",25,30,0.64,0,0,1,0,0.000131945930282686,7.80722294235108e-05,0.999789981825305,0
7,"II","CJ",25,30,0.5775,0,1,0,0,4.58722798325898e-05,0.99992680459326,2.73225352998702e-05,0
8,"II","CJ",25,30,0.6125,0,0,1,0,0.00379082291928259,0.0291948062631965,0.967014370645638,0
9,"II","CJ",25,30,0.63,0,0,1,0,0.0015391985505201,0.0225810627031818,0.975864187292421,0
10,"II","CJ",25,30,0.615,0,0,1,0,0.0201678207704228,0.00249159264704422,0.977340586582342,0
11,"II","CJ",25,30,0.6425,0,0,1,0,3.02714916407366e-05,0.000312279817437159,0.999657448690922,0
12,"II","CJ",25,30,0.63,0,0,1,0,0.00589109648944685,0.00158388169977085,0.992525020337329,0
13,"II","CJ",25,30,0.6175,0,1,0,0,0.00114106122845744,0.819028831683391,0.179821896475776,0
14,"II","CJ",25,30,0.62,0,0,1,0,0.00449770554373367,0.00189848347697099,0.99360381094378,0
15,"II","CJ",25,30,0.635,0,0,1,0,0.00142634254424286,4.24402921775021e-05,0.998531216647859,0
16,"II","CJ",25,30,0.6275,0,0,1,0,0.00444758313521404,0.000181553391666501,0.995370863180754,0
17,"II","CJ",25,30,0.61,0,0,1,0,0.0173613967225049,0.0123442224156692,0.970294324865602,0
18,"II","CJ",25,30,0.6275,0,0,1,0,0.0102083879831773,0.000694543565727847,0.989097067853926,0
19,"II","CJ",25,30,0.5925,0,0,1,0,0.368431592256078,0.198549770764602,0.433016271254757,0
20,"II","CJ",25,30,0.6225,0,1,0,0,0.000144531346620895,0.949976113660566,0.0498775215821378,0
1,"II","CJ",25,40,0.625,0,0,1,0,0.0285010781859627,0.0142320731235517,0.957255331946507,0
2,"II","CJ",25,40,0.6225,0,0,1,0,0.0137834343170166,0.000149798814459792,0.986066766850384,0
3,"II","CJ",25,40,0.6,0,1,0,0,0.0182932950574746,0.540978505737609,0.440728192220784,0
4,"II","CJ",25,40,0.6075,0,0,1,0,0.266363222535575,0.00319016812935728,0.730446609334746,0
5,"II","CJ",25,40,0.61,0,0,1,0,0.0215172994336199,0.0635875285391343,0.914894415692723,0
6,"II","CJ",25,40,0.6075,0,0,1,0,0.0231350536980959,0.353813826798897,0.623051026570121,0
7,"II","CJ",25,40,0.6125,0,0,1,0,0.00757396140082705,0.00688576676680594,0.985540271831938,0
8,"II","CJ",25,40,0.62,0,0,1,0,0.00202506231797947,0.126948493452065,0.871026442109963,0
9,"II","CJ",25,40,0.5525,0,1,0,0,0.00108094174709627,0.996928958737847,0.00199009951113658,0
10,"II","CJ",25,40,0.5775,0,0,1,0,0.460116900044308,0.0145280757456499,0.525355024167098,0
11,"II","CJ",25,40,0.6125,1,0,0,0,0.742161875117048,1.74776991172027e-06,0.25783637708869,0
12,"II","CJ",25,40,0.6075,0,0,1,0,0.0863151091215007,0.0303298564970199,0.883354759422562,0
13,"II","CJ",25,40,0.6225,0,1,0,0,1.75131645036358e-05,0.99962578411566,0.000356702530867219,0
14,"II","CJ",25,40,0.6125,0,0,1,0,0.206111893483429,0.00549043393352628,0.788397672558502,0
15,"II","CJ",25,40,0.5925,0,0,1,0,0.0147778534247252,0.444987696151926,0.540234425223644,0
16,"II","CJ",25,40,0.56,1,0,0,0,0.557349952011738,0.127196880745118,0.315453166941784,0
17,"II","CJ",25,40,0.6275,0,0,1,0,0.263296831464872,3.15824736505534e-07,0.736702852710386,0
18,"II","CJ",25,40,0.6,0,0,1,0,0.0079768374514135,0.162983753740236,0.829039408617488,0
19,"II","CJ",25,40,0.585,0,0,1,0,0.00200977391217379,0.483887178848339,0.514103047239442,0
20,"II","CJ",25,40,0.62,0,0,1,0,0.0250298711297734,0.00931438072382004,0.965655748133657,0
1,"II","CJ",25,50,0.585,0,0,1,0,0.349204295575255,0.061880912285751,0.588914791939221,0
2,"II","CJ",25,50,0.5975,0,1,0,0,0.00521792295704557,0.565928926671657,0.42885213354284,0
3,"II","CJ",25,50,0.61,0,0,1,0,0.00656061643978898,0.0143701098956823,0.979069273664513,0
4,"II","CJ",25,50,0.59,1,0,0,0,0.821798805957902,6.61911953591569e-06,0.178194574921962,0
5,"II","CJ",25,50,0.5875,0,0,1,0,0.188325860804984,0.347221519060856,0.464451958597098,0
6,"II","CJ",25,50,0.5875,0,1,0,0,0.0263756583558581,0.566329530518452,0.407294809472027,0
7,"II","CJ",25,50,0.6075,0,0,1,0,0.0101321306174022,0.0501710970832231,0.939696772287876,0
8,"II","CJ",25,50,0.605,0,0,1,0,0.117443363440814,0.0183808075481009,0.864175828989925,0
9,"II","CJ",25,50,0.565,1,0,0,0,0.792645896304181,0.00659382905582286,0.200760274639994,0
10,"II","CJ",25,50,0.58,0,0,1,0,0.21104445721767,0.0231168507749363,0.765838692006794,0
11,"II","CJ",25,50,0.5625,0,1,0,0,0.0529337275906618,0.799411953575893,0.147654315382316,0
12,"II","CJ",25,50,0.585,0,0,1,0,0.123200894666085,0.230868535344141,0.645930524281981,0
13,"II","CJ",25,50,0.54,1,0,0,0,0.549988642292908,0.165564715639955,0.28444664206687,0
14,"II","CJ",25,50,0.545,1,0,0,0,0.93763982802209,0.00209399542002671,0.0602661765319205,0
15,"II","CJ",25,50,0.5725,1,0,0,0,0.565523363344105,0.0890125194228179,0.345464117129057,0
16,"II","CJ",25,50,0.555,1,0,0,0,0.732209306642325,0.0771731130803208,0.190617580274381,0
17,"II","CJ",25,50,0.5825,1,0,0,0,0.790645417954119,0.00200824705715433,0.207346334454849,0
18,"II","CJ",25,50,0.57,0,1,0,0,0.00154102118547343,0.986263288794923,0.0121956900191724,0
19,"II","CJ",25,50,0.5825,0,1,0,0,0.00238830048369168,0.586493928835074,0.411117770681058,0
20,"II","CJ",25,50,0.595,1,0,0,0,0.607949467987199,6.54912376990985e-05,0.391985040775102,0
1,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
2,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
3,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
4,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
5,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
6,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
7,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
8,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
9,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
10,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
11,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
12,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
13,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
14,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
15,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
16,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
17,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
18,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
19,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
20,"UD","UD",0,0,1,1,0,0,0,1,1.05950818096593e-120,5.11230919529984e-80,0
1,"UD","UD",0,10,0.9125,1,0,0,0,1,1.40631998943011e-70,9.75259918684375e-45,0
2,"UD","UD",0,10,0.89,1,0,0,0,1,4.84014180288125e-67,7.68844180344045e-43,0
3,"UD","UD",0,10,0.94,1,0,0,0,1,2.5546844853208e-82,1.35574679144135e-50,0
4,"UD","UD",0,10,0.8825,1,0,0,0,1,2.63100540242134e-62,1.41274749899412e-40,0
5,"UD","UD",0,10,0.9325,1,0,0,0,1,1.89564381979346e-81,4.59923501442633e-51,0
6,"UD","UD",0,10,0.8975,1,0,0,0,1,4.13759625231658e-69,8.89473296558997e-42,0
7,"UD","UD",0,10,0.8875,1,0,0,0,1,3.04198593948251e-68,5.03985233463589e-43,0
8,"UD","UD",0,10,0.88,1,0,0,0,1,4.09893766777996e-62,1.13847220740661e-38,0
9,"UD","UD",0,10,0.9075,1,0,0,0,1,6.38720588750363e-73,9.479871390957e-44,0
10,"UD","UD",0,10,0.915,1,0,0,0,1,9.28771573895971e-75,8.32440091996192e-49,0
11,"UD","UD",0,10,0.9,1,0,0,0,1,6.85388613606334e-68,9.12795700846821e-41,0
12,"UD","UD",0,10,0.9025,1,0,0,0,1,4.73672579705313e-70,5.71257931793723e-45,0
13,"UD","UD",0,10,0.89,1,0,0,0,1,1.23301317091572e-68,1.91583820189767e-43,0
14,"UD","UD",0,10,0.89,1,0,0,0,1,2.72466609391514e-64,6.07982072498998e-40,0
15,"UD","UD",0,10,0.9175,1,0,0,0,1,1.38331157874369e-73,1.35045434800471e-46,0
16,"UD","UD",0,10,0.8675,1,0,0,0,1,4.1046683623722e-55,1.35584303704064e-35,0
17,"UD","UD",0,10,0.91,1,0,0,0,1,9.48388061030622e-71,1.37280849071484e-47,0
18,"UD","UD",0,10,0.91,1,0,0,0,1,8.24778164419113e-73,2.91057481340787e-46,0
19,"UD","UD",0,10,0.915,1,0,0,0,1,8.70410084234483e-72,9.2106609147521e-45,0
20,"UD","UD",0,10,0.9125,1,0,0,0,1,6.94212127944105e-74,8.3130047522222e-48,0
1,"UD","UD",0,20,0.75,1,0,0,0,1,1.49277717576148e-24,1.36334416600999e-16,0
2,"UD","UD",0,20,0.755,1,0,0,0,1,2.25439852942041e-27,6.83188235856022e-21,0
3,"UD","UD",0,20,0.765,1,0,0,0,1,8.78707766854546e-28,6.64033376431061e-19,0
4,"UD","UD",0,20,0.7725,1,0,0,0,1,6.42388274733193e-31,5.02115830884693e-21,0
5,"UD","UD",0,20,0.7575,1,0,0,0,1,3.20615422911244e-26,1.33680216600315e-17,0
6,"UD","UD",0,20,0.755,1,0,0,0,1,1.06359730089039e-26,3.22138603165336e-19,0
7,"UD","UD",0,20,0.755,1,0,0,0,1,1.80408020717199e-25,7.46467243468266e-17,0
8,"UD","UD",0,20,0.755,1,0,0,0,1,2.28055286732604e-25,1.13809402866071e-17,0
9,"UD","UD",0,20,0.7325,1,0,0,0,0.999999999999487,2.62014331779627e-21,5.12822248408779e-13,0
10,"UD","UD",0,20,0.755,1,0,0,0,1,1.98233655530511e-25,1.2106535737074e-16,0
11,"UD","UD",0,20,0.7525,1,0,0,0,1,6.58414606127756e-26,2.87468119463279e-16,0
12,"UD","UD",0,20,0.7675,1,0,0,0,1,3.01704263710073e-27,6.65532007828369e-18,0
13,"UD","UD",0,20,0.77,1,0,0,0,1,6.3217550633707e-29,2.39098016064417e-18,0
14,"UD","UD",0,20,0.74,1,0,0,0,0.999999999999999,6.85504501633989e-23,8.8146064289995e-16,0
15,"UD","UD",0,20,0.7625,1,0,0,0,1,6.68342506655585e-26,2.25080836280411e-16,0
16,"UD","UD",0,20,0.7075,1,0,0,0,0.999999999987367,3.38657204441766e-17,1.26302427467872e-11,0
17,"UD","UD",0,20,0.7425,1,0,0,0,0.999999999999981,9.2868532023062e-22,1.9074872049362e-14,0
18,"UD","UD",0,20,0.745,1,0,0,0,1,2.1980506527512e-23,1.25487619513036e-16,0
19,"UD","UD",0,20,0.765,1,0,0,0,1,1.78961042252108e-28,8.39268612619221e-17,0
20,"UD","UD",0,20,0.73,1,0,0,0,0.999999999999909,1.57916474622971e-18,9.07949415354715e-14,0
1,"UD","UD",0,30,0.6675,1,0,0,0,0.999999597309008,9.57348108075053e-12,4.02546451450585e-07,0
2,"UD","UD",0,30,0.6425,1,0,0,0,0.999997314899895,5.23984801144418e-08,1.83414961608256e-06,0
3,"UD","UD",0,30,0.71,1,0,0,0,0.999999999997333,8.55757611146238e-18,2.66441542647524e-12,0
4,"UD","UD",0,30,0.675,1,0,0,0,0.999999984481224,3.83833559533591e-12,1.49322846613782e-08,0
5,"UD","UD",0,30,0.6825,1,0,0,0,0.999999999842071,7.15150841049469e-15,1.55076632997868e-10,0
6,"UD","UD",0,30,0.705,1,0,0,0,0.999999999983736,3.88181400763726e-17,1.62610322079843e-11,0
7,"UD","UD",0,30,0.6575,1,0,0,0,0.999999949811759,8.26343254874229e-11,1.9879688640204e-08,0
8,"UD","UD",0,30,0.7125,1,0,0,0,0.9999999999967,3.68719584581503e-18,3.29929711713247e-12,0
9,"UD","UD",0,30,0.67,1,0,0,0,0.999999928574119,1.42727114158703e-11,7.04348299410641e-08,0
10,"UD","UD",0,30,0.685,1,0,0,0,0.999999993558997,3.18339391044843e-13,6.36432396973072e-09,0
11,"UD","UD",0,30,0.695,1,0,0,0,0.999999999962388,2.4295037424504e-16,3.75967662622132e-11,0
12,"UD","UD",0,30,0.675,1,0,0,0,0.999999976660383,8.12493362480991e-13,2.32288988255513e-08,0
13,"UD","UD",0,30,0.6725,1,0,0,0,0.999999954865623,6.28062875178534e-12,4.44492837618925e-08,0
14,"UD","UD",0,30,0.68,1,0,0,0,0.999999988121913,1.27637432830302e-11,9.44734703510715e-09,0
15,"UD","UD",0,30,0.6475,1,0,0,0,0.999998251562562,6.072835784835e-09,8.54394580718871e-08,0
16,"UD","UD",0,30,0.66,1,0,0,0,0.999999993604839,6.80296844064972e-12,4.12947470243809e-09,0
17,"UD","UD",0,30,0.68,1,0,0,0,0.999999987584975,3.53469521869893e-12,1.1186032498036e-08,0
18,"UD","UD",0,30,0.675,1,0,0,0,0.999999995723284,7.81665715910071e-12,4.09590014865308e-09,0
19,"UD","UD",0,30,0.7125,1,0,0,0,0.999999999999948,5.03101637097901e-19,5.16164988619567e-14,0
20,"UD","UD",0,30,0.66,1,0,0,0,0.999998696025841,1.21335067924709e-09,1.12403442514941e-06,0
1,"UD","UD",0,40,0.6225,1,0,0,0,0.999691918480474,7.96386853400579e-07,1.26722150376335e-05,0
2,"UD","UD",0,40,0.6675,1,0,0,0,0.999999985076296,2.42918231339189e-11,6.84931665609148e-09,0
3,"UD","UD",0,40,0.6325,1,0,0,0,0.998637173630146,8.8072198352201e-06,0.000116504098974255,0
4,"UD","UD",0,40,0.645,1,0,0,0,0.999999021295354,1.64871190759658e-09,3.95665950508195e-07,0
5,"UD","UD",0,40,0.6175,1,0,0,0,0.999029288394847,1.34812249441023e-05,0.000542626456463363,0
6,"UD","UD",0,40,0.625,1,0,0,0,0.999282267780917,1.96262274976548e-06,7.14022769403766e-06,0
7,"UD","UD",0,40,0.5875,1,0,0,0,0.906729073925684,0.00145637755804065,0.00041600575486892,0
8,"UD","UD",0,40,0.6675,1,0,0,0,0.999998770155111,2.23517143732832e-09,3.12862364637216e-07,0
9,"UD","UD",0,40,0.645,1,0,0,0,0.999988412123933,5.45606485377779e-08,2.26138818973821e-06,0
10,"UD","UD",0,40,0.6425,1,0,0,0,0.999982128155496,5.42978593819078e-08,8.94353432690107e-07,0
11,"UD","UD",0,40,0.65,1,0,0,0,0.999991020736417,2.36443067728038e-08,1.84263915898729e-06,0
12,"UD","UD",0,40,0.6575,1,0,0,0,0.99999930485284,2.20962953699483e-09,2.31043636428598e-07,0
13,"UD","UD",0,40,0.62,1,0,0,0,0.998036528877909,5.18568997268368e-05,0.00178126812718479,0
14,"UD","UD",0,40,0.635,1,0,0,0,0.999959200139298,1.53642990659606e-07,1.49039423137509e-05,0
15,"UD","UD",0,40,0.645,1,0,0,0,0.999950651796611,1.18900189694826e-07,1.64100389037681e-06,0
16,"UD","UD",0,40,0.6175,1,0,0,0,0.995580805288768,1.06497795049402e-05,3.32160712947179e-05,0
17,"UD","UD",0,40,0.61,1,0,0,0,0.987551220873369,0.000131873925270223,0.000106576634147915,0
18,"UD","UD",0,40,0.6375,1,0,0,0,0.999959322480816,1.27220710169455e-07,1.23957914369968e-05,0
19,"UD","UD",0,40,0.605,1,0,0,0,0.995463541820218,2.68839301747336e-05,0.000269186842632173,0
20,"UD","UD",0,40,0.6575,1,0,0,0,0.999996220364295,4.46520543127043e-09,3.20737088792642e-06,0
1,"UD","UD",0,50,0.64,1,0,0,0,0.999869245661624,1.28479508739342e-06,3.42943269736963e-06,0
2,"UD","UD",0,50,0.6,1,0,0,0,0.866570176432122,0.000753614036324454,0.000146027555807946,0
3,"UD","UD",0,50,0.6125,1,0,0,0,0.997579664112292,1.14508099757407e-05,0.000171752110872144,0
4,"UD","UD",0,50,0.595,0,0,0,1,0.359841832658327,0.00925532453822197,0.0018862247187398,0
5,"UD","UD",0,50,0.66,1,0,0,0,0.999998960676454,6.92838892401431e-09,1.95209733708029e-07,0
6,"UD","UD",0,50,0.6275,1,0,0,0,0.992961816573549,2.08657380917686e-05,0.00010694357090939,0
7,"UD","UD",0,50,0.6,1,0,0,0,0.994780947330279,8.57819884618439e-05,0.000486316771692012,0
8,"UD","UD",0,50,0.6225,1,0,0,0,0.998083642324661,4.71966477632072e-05,1.23662811082191e-05,0
9,"UD","UD",0,50,0.6175,1,0,0,0,0.999429292813597,2.52172090825069e-06,2.72117145226439e-05,0
10,"UD","UD",0,50,0.6225,1,0,0,0,0.999274115652539,2.69442684546685e-06,1.11269191410797e-05,0
11,"UD","UD",0,50,0.5875,1,0,0,0,0.732427971238829,0.00273426838241828,0.000357749259593493,0
12,"UD","UD",0,50,0.6225,1,0,0,0,0.99946742697272,3.08936510092687e-06,0.000116454242778997,0
13,"UD","UD",0,50,0.595,1,0,0,0,0.984190764726198,0.000518078833386601,0.000124800845310167,0
14,"UD","UD",0,50,0.64,1,0,0,0,0.999943326495266,1.52126544873576e-07,4.36774342797763e-06,0
15,"UD","UD",0,50,0.56,0,0,0,1,0.0489527214261547,0.0026473170182034,0.000389461343980871,0
16,"UD","UD",0,50,0.565,0,0,0,1,0.182879469882661,0.00227010743503631,0.000844741655500495,0
17,"UD","UD",0,50,0.62,1,0,0,0,0.996407197946856,9.44776606382062e-06,4.7131594935151e-05,0
18,"UD","UD",0,50,0.625,1,0,0,0,0.994596902917254,1.56378374922041e-05,3.54708341817607e-05,0
19,"UD","UD",0,50,0.6125,1,0,0,0,0.999605903459213,1.93935828787739e-06,7.69901928712189e-05,0
20,"UD","UD",0,50,0.55,0,0,0,1,0.25959799144153,0.0026485318852782,0.000365557498877562,0
1,"UD","UD",5,0,0.99,1,0,0,0,1,5.21630517365085e-116,1.27613958570828e-77,0
2,"UD","UD",5,0,0.995,1,0,0,0,1,1.27395008813936e-116,1.48024158965091e-76,0
3,"UD","UD",5,0,0.9925,1,0,0,0,1,2.28608154252665e-115,5.65777867008835e-76,0
4,"UD","UD",5,0,0.99,1,0,0,0,1,3.89925800067085e-112,5.79284364430315e-73,0
5,"UD","UD",5,0,0.9975,1,0,0,0,1,5.06371833634539e-105,3.02323441319736e-64,0
6,"UD","UD",5,0,0.985,1,0,0,0,1,1.49908573450961e-112,7.62855708542136e-74,0
7,"UD","UD",5,0,0.9825,1,0,0,0,1,1.26227824428169e-111,1.6272669226163e-74,0
8,"UD","UD",5,0,0.99,1,0,0,0,1,4.89122363777244e-113,2.89325071904813e-74,0
9,"UD","UD",5,0,0.9925,1,0,0,0,1,3.09420192864101e-114,5.2901183245626e-75,0
10,"UD","UD",5,0,0.985,1,0,0,0,1,1.22886891254868e-111,5.05044267758319e-73,0
11,"UD","UD",5,0,0.9825,1,0,0,0,1,5.42709002931257e-109,9.31358020880829e-71,0
12,"UD","UD",5,0,0.9875,1,0,0,0,1,2.38958307727878e-110,1.39661144513468e-73,0
13,"UD","UD",5,0,0.9925,1,0,0,0,1,3.44185364965535e-114,1.66315178812494e-74,0
14,"UD","UD",5,0,0.975,1,0,0,0,1,5.84766586700151e-107,8.63966135741767e-71,0
15,"UD","UD",5,0,0.9925,1,0,0,0,1,1.03121737693322e-114,4.05032942278906e-75,0
16,"UD","UD",5,0,0.9925,1,0,0,0,1,1.17346737600769e-113,7.7277162695884e-74,0
17,"UD","UD",5,0,0.9825,1,0,0,0,1,7.27314757172763e-110,1.21737627657787e-70,0
18,"UD","UD",5,0,0.995,1,0,0,0,1,4.84129880657151e-118,1.65861306644258e-77,0
19,"UD","UD",5,0,0.99,1,0,0,0,1,2.31617536700636e-113,6.13346023814e-74,0
20,"UD","UD",5,0,0.98,1,0,0,0,1,2.17983972831692e-108,3.54968174820135e-71,0
1,"UD","UD",5,10,0.905,1,0,0,0,1,1.93616882127477e-68,2.89612798923209e-44,0
2,"UD","UD",5,10,0.855,1,0,0,0,1,1.28425848821393e-53,1.54887645935488e-32,0
3,"UD","UD",5,10,0.875,1,0,0,0,1,7.32999058800686e-60,1.41609788969715e-37,0
4,"UD","UD",5,10,0.8925,1,0,0,0,1,2.4010071687514e-64,7.3701014323012e-41,0
5,"UD","UD",5,10,0.9075,1,0,0,0,1,1.16930625465294e-68,1.72354534212249e-44,0
6,"UD","UD",5,10,0.91,1,0,0,0,1,9.4594798976696e-72,3.51234573228502e-44,0
7,"UD","UD",5,10,0.8825,1,0,0,0,1,3.70509784847124e-60,1.55139226967663e-38,0
8,"UD","UD",5,10,0.895,1,0,0,0,1,1.30031671944601e-67,6.93407339242979e-45,0
9,"UD","UD",5,10,0.9075,1,0,0,0,1,1.44865767951414e-70,3.20534240991531e-44,0
10,"UD","UD",5,10,0.8775,1,0,0,0,1,1.31197292653488e-61,3.85340117986528e-38,0
11,"UD","UD",5,10,0.8925,1,0,0,0,1,2.0211620171099e-66,1.58231752491383e-41,0
12,"UD","UD",5,10,0.865,1,0,0,0,1,2.54383436386423e-53,4.16666672952933e-32,0
13,"UD","UD",5,10,0.8625,1,0,0,0,1,2.51853581752322e-54,1.98358253423364e-34,0
14,"UD","UD",5,10,0.8625,1,0,0,0,1,3.45896195285279e-55,1.40850077625087e-33,0
15,"UD","UD",5,10,0.905,1,0,0,0,1,1.87805271346724e-70,6.41992239401673e-44,0
16,"UD","UD",5,10,0.8825,1,0,0,0,1,3.43581493187515e-63,2.56799941100436e-38,0
17,"UD","UD",5,10,0.8825,1,0,0,0,1,6.93478334263207e-62,2.83719555325276e-38,0
18,"UD","UD",5,10,0.8775,1,0,0,0,1,1.21883234164611e-58,7.33504345248416e-37,0
19,"UD","UD",5,10,0.87,1,0,0,0,1,1.51620222200794e-54,4.11824761504673e-35,0
20,"UD","UD",5,10,0.9225,1,0,0,0,1,1.96959007410558e-76,5.131021599025e-49,0
1,"UD","UD",5,20,0.755,1,0,0,0,1,3.95019983581599e-26,1.29482788350938e-16,0
2,"UD","UD",5,20,0.7725,1,0,0,0,1,8.12384454722299e-30,1.4574740440427e-20,0
3,"UD","UD",5,20,0.745,1,0,0,0,0.999999999999976,5.19103174849131e-22,2.34829456320678e-14,0
4,"UD","UD",5,20,0.7275,1,0,0,0,0.999999999999759,2.79647513513421e-20,2.4110888440262e-13,0
5,"UD","UD",5,20,0.75,1,0,0,0,1,8.90325440832068e-25,1.07374335522376e-16,0
6,"UD","UD",5,20,0.7675,1,0,0,0,1,1.17615054544991e-28,4.0363917728278e-19,0
7,"UD","UD",5,20,0.8075,1,0,0,0,1,2.02492008543969e-35,3.14462408860238e-22,0
8,"UD","UD",5,20,0.7225,1,0,0,0,0.999999999999945,6.34884119122982e-20,5.51782776063483e-14,0
9,"UD","UD",5,20,0.7325,1,0,0,0,0.999999999999599,8.00670311845081e-22,4.00526488379396e-13,0
10,"UD","UD",5,20,0.7,1,0,0,0,0.999999998043437,5.36416466447613e-15,1.95598069599386e-09,0
11,"UD","UD",5,20,0.76,1,0,0,0,1,7.32416311585977e-27,9.17146191206032e-18,0
12,"UD","UD",5,20,0.7275,1,0,0,0,0.999999999999964,4.62529731306023e-21,3.58363917336932e-14,0
13,"UD","UD",5,20,0.725,1,0,0,0,0.999999999998943,2.85103710659002e-19,1.05742934705869e-12,0
14,"UD","UD",5,20,0.72,1,0,0,0,0.999999999999432,3.31560327179117e-18,5.66321815730819e-13,0
15,"UD","UD",5,20,0.765,1,0,0,0,1,3.51277365490078e-28,1.16485044188601e-18,0
16,"UD","UD",5,20,0.73,1,0,0,0,0.999999999999998,5.20604153359643e-22,1.92708350687884e-15,0
17,"UD","UD",5,20,0.785,1,0,0,0,1,1.33339042520157e-32,1.161606952761e-20,0
18,"UD","UD",5,20,0.735,1,0,0,0,1,1.51373233681924e-23,9.65096759693632e-19,0
19,"UD","UD",5,20,0.7575,1,0,0,0,0.999999999999998,5.540706668369e-25,2.19054778757884e-15,0
20,"UD","UD",5,20,0.795,1,0,0,0,1,4.2401590564374e-36,7.28887421616681e-24,0
1,"UD","UD",5,30,0.665,1,0,0,0,0.999999986740964,2.28357962006091e-11,5.18368693737991e-09,0
2,"UD","UD",5,30,0.6575,1,0,0,0,0.999999988509816,2.62318057824348e-11,3.23764264623125e-09,0
3,"UD","UD",5,30,0.655,1,0,0,0,0.999996795481727,1.20766064082221e-07,1.59369978535906e-06,0
4,"UD","UD",5,30,0.695,1,0,0,0,0.999999999984278,6.39624409906265e-15,1.47218456193647e-11,0
5,"UD","UD",5,30,0.6725,1,0,0,0,0.999999992313949,1.84737695764563e-11,5.01431610355138e-09,0
6,"UD","UD",5,30,0.685,1,0,0,0,0.999999997017472,7.4768494476982e-14,2.96715751528669e-09,0
7,"UD","UD",5,30,0.685,1,0,0,0,0.999999997340999,1.77350439351104e-13,2.59980228878863e-09,0
8,"UD","UD",5,30,0.685,1,0,0,0,0.999999999729525,5.88605050373611e-13,1.89596156048885e-10,0
