"participant","categoryStructure","strategyType","perceptualNoise","boundaryNoise","Accuracy","UDX","UDY","GLC","RND","wBIC_UDX","wBIC_UDY","wBIC_GLC","wBIC_RND"
11,"UD","CJ",15,20,0.6975,1,0,0,0,0.999999995839444,5.35668278999746e-14,4.15243434063685e-09,0
12,"UD","CJ",15,20,0.7,1,0,0,0,0.999999996602537,7.68451253110013e-16,3.39744585785111e-09,0
13,"UD","CJ",15,20,0.6725,1,0,0,0,0.999999921940149,5.30056441560722e-11,7.7480281503784e-08,0
14,"UD","CJ",15,20,0.7225,1,0,0,0,0.999999999874228,2.88682617288646e-17,1.25771551507314e-10,0
15,"UD","CJ",15,20,0.7325,1,0,0,0,0.999999999999734,1.10570203289026e-20,2.65996477446108e-13,0
16,"UD","CJ",15,20,0.705,1,0,0,0,0.999999999904839,4.68711935743086e-17,9.51548237132338e-11,0
17,"UD","CJ",15,20,0.71,1,0,0,0,0.999999999994517,4.46931793026836e-18,5.48205244338184e-12,0
18,"UD","CJ",15,20,0.6525,1,0,0,0,0.999999588690888,5.51233806807692e-10,2.80047055884667e-07,0
19,"UD","CJ",15,20,0.705,1,0,0,0,0.999999999514251,2.29083376744875e-15,4.85470302191365e-10,0
20,"UD","CJ",15,20,0.71,1,0,0,0,0.999999980668461,1.6239346507831e-15,1.93315339572832e-08,0
1,"UD","CJ",15,30,0.6625,1,0,0,0,0.999998087949939,9.47621017272372e-10,1.88258581973102e-06,0
2,"UD","CJ",15,30,0.6525,1,0,0,0,0.999955206121053,9.68049100850693e-08,4.3799279149248e-05,0
3,"UD","CJ",15,30,0.665,1,0,0,0,0.999999414033941,1.57533616655491e-09,2.47524223108312e-07,0
4,"UD","CJ",15,30,0.6575,1,0,0,0,0.999996544210697,1.33373310577412e-10,3.45546872200489e-06,0
5,"UD","CJ",15,30,0.6425,1,0,0,0,0.99947618533798,8.61900555132831e-06,0.000493410721717722,0
6,"UD","CJ",15,30,0.645,1,0,0,0,0.999927631242354,1.8259107598446e-06,6.87515955240038e-05,0
7,"UD","CJ",15,30,0.65,1,0,0,0,0.999959563247631,6.81939598721521e-08,3.82853422736183e-05,0
8,"UD","CJ",15,30,0.655,1,0,0,0,0.999994617974512,2.17347436663733e-09,5.31806138414501e-06,0
9,"UD","CJ",15,30,0.66,1,0,0,0,0.999996324412173,7.97881400074941e-10,3.64778478804656e-06,0
10,"UD","CJ",15,30,0.65,1,0,0,0,0.999958371352155,2.26523495501429e-08,4.14431231448901e-05,0
11,"UD","CJ",15,30,0.68,1,0,0,0,0.999999979075759,2.57581512202924e-12,2.05262693125686e-08,0
12,"UD","CJ",15,30,0.63,1,0,0,0,0.999870706237846,6.82364401735693e-07,7.03632690957969e-05,0
13,"UD","CJ",15,30,0.65,1,0,0,0,0.99999466655636,5.26722708094034e-09,4.84534957427405e-06,0
14,"UD","CJ",15,30,0.6875,1,0,0,0,0.999999999920471,9.32411638349055e-15,7.58004654679174e-11,0
15,"UD","CJ",15,30,0.645,1,0,0,0,0.9999812578166,7.05352713479750e-09,1.8668283327781e-05,0
16,"UD","CJ",15,30,0.6575,1,0,0,0,0.999998977065872,9.31435328860987e-09,9.70135904173847e-07,0
17,"UD","CJ",15,30,0.6825,1,0,0,0,0.999999914050902,1.87272852564399e-12,8.58413044792157e-08,0
18,"UD","CJ",15,30,0.6325,1,0,0,0,0.999649689389691,3.48731849478113e-06,0.000306452518261527,0
19,"UD","CJ",15,30,0.665,1,0,0,0,0.999995925686214,7.05036087633491e-10,4.05768895079784e-06,0
20,"UD","CJ",15,30,0.6675,1,0,0,0,0.999999681282896,2.03863412022316e-10,2.84354120108714e-07,0
1,"UD","CJ",15,40,0.6175,1,0,0,0,0.999028480993379,5.93492400213059e-06,0.000959687112731576,0
2,"UD","CJ",15,40,0.6525,1,0,0,0,0.999999110368618,8.31368997331438e-11,8.88331062920038e-07,0
3,"UD","CJ",15,40,0.6125,1,0,0,0,0.963803022650408,0.00465657682432661,0.0312333327824599,0
4,"UD","CJ",15,40,0.58,1,0,0,0,0.739140766925518,0.0523285350418762,0.0258335297891519,0
5,"UD","CJ",15,40,0.615,1,0,0,0,0.996436838446724,0.000123642893445219,0.000954592725501601,0
6,"UD","CJ",15,40,0.6225,1,0,0,0,0.998753741815575,1.76613268892463e-05,0.000392893413772254,0
7,"UD","CJ",15,40,0.595,1,0,0,0,0.882754805033591,0.00043986224710734,0.000937098452212368,0
8,"UD","CJ",15,40,0.5925,0,1,0,0,0.213910858729175,0.740099114149206,0.0457460210472648,0
9,"UD","CJ",15,40,0.5925,1,0,0,0,0.986332874586056,0.00143766071830176,0.0096157912477824,0
10,"UD","CJ",15,40,0.63,1,0,0,0,0.999651669326936,3.27321074326196e-06,0.00026163440418422,0
11,"UD","CJ",15,40,0.6175,1,0,0,0,0.99908576460843,6.89883235643183e-06,0.000888681906162862,0
12,"UD","CJ",15,40,0.6075,1,0,0,0,0.992852313482885,3.30162766817037e-05,0.000293025454493488,0
13,"UD","CJ",15,40,0.6225,1,0,0,0,0.998378764430405,2.3479226853732e-05,0.00153654670813968,0
14,"UD","CJ",15,40,0.6275,1,0,0,0,0.999822943768531,1.72170169935364e-06,0.000136151883192442,0
15,"UD","CJ",15,40,0.615,1,0,0,0,0.992599984667209,0.000412574447941681,0.00401788083159377,0
16,"UD","CJ",15,40,0.63,1,0,0,0,0.991628177827683,8.63543119439515e-06,0.00836317957411702,0
17,"UD","CJ",15,40,0.61,1,0,0,0,0.997938982374333,5.02076579792009e-05,0.00101293381655241,0
18,"UD","CJ",15,40,0.6425,1,0,0,0,0.998407525810448,1.70837023892503e-06,0.00159065455363743,0
19,"UD","CJ",15,40,0.5975,1,0,0,0,0.998251761625166,4.99622876400737e-05,0.00136994414510952,0
20,"UD","CJ",15,40,0.6275,1,0,0,0,0.999296837518423,9.5373411580612e-06,0.000476975772354821,0
1,"UD","CJ",15,50,0.5525,0,1,0,0,0.00548909606801738,0.844667831572838,0.000208081491814662,0
2,"UD","CJ",15,50,0.55,0,1,0,0,0.0207455739198499,0.771858676764039,0.00101201868540335,0
3,"UD","CJ",15,50,0.61,1,0,0,0,0.978254877838334,0.00209340877598203,0.00712053290140955,0
4,"UD","CJ",15,50,0.645,1,0,0,0,0.996610092832295,2.46824739904053e-07,0.0033896603339322,0
5,"UD","CJ",15,50,0.545,1,0,0,0,0.829265488919388,0.0654434749298535,0.0324996452139397,0
6,"UD","CJ",15,50,0.555,1,0,0,0,0.51867775024424,0.325604580870981,0.0584721606547351,0
7,"UD","CJ",15,50,0.5975,1,0,0,0,0.717969173503317,0.00541976469821414,0.00398326809691662,0
8,"UD","CJ",15,50,0.5725,1,0,0,0,0.499353597755597,0.32328256484006,0.0319562859572274,0
9,"UD","CJ",15,50,0.595,1,0,0,0,0.965536697659731,0.00326258242762016,0.0310581348807364,0
10,"UD","CJ",15,50,0.6,1,0,0,0,0.924444284160413,0.0234555686908869,0.0507250795998126,0
11,"UD","CJ",15,50,0.58,1,0,0,0,0.938764781772132,0.0108962710395348,0.050278844964733,0
12,"UD","CJ",15,50,0.5575,0,1,0,0,0.256063001105742,0.395793118712142,0.0209765506687328,0
13,"UD","CJ",15,50,0.5525,1,0,0,0,0.578366060826217,0.25873349695831,0.0578561316607361,0
14,"UD","CJ",15,50,0.6125,1,0,0,0,0.993328322031162,0.00010069049571844,0.00116972184498327,0
15,"UD","CJ",15,50,0.5875,1,0,0,0,0.958963441621093,0.0022399322276254,0.038787688582115,0
16,"UD","CJ",15,50,0.5575,1,0,0,0,0.520821297612746,0.350843105585161,0.0618448298669761,0
17,"UD","CJ",15,50,0.6375,1,0,0,0,0.999294496053431,2.19876459195685e-06,0.000700059008359052,0
18,"UD","CJ",15,50,0.5975,1,0,0,0,0.996129687907186,0.000107279985828445,0.00165001256546129,0
19,"UD","CJ",15,50,0.565,1,0,0,0,0.883828733907137,0.0526022049082894,0.0616242493890943,0
20,"UD","CJ",15,50,0.6225,1,0,0,0,0.992782424654997,2.48101837031015e-05,0.00719274620894139,0
1,"UD","CJ",20,0,0.765,1,0,0,0,1,6.40912064975685e-26,8.58502112702085e-18,0
2,"UD","CJ",20,0,0.75,1,0,0,0,0.999999999999972,4.14539338758313e-24,2.75977484392259e-14,0
3,"UD","CJ",20,0,0.7325,1,0,0,0,0.999999999999982,1.7606803268191e-22,1.78197737073951e-14,0
4,"UD","CJ",20,0,0.785,1,0,0,0,1,1.74949862818189e-29,7.34713222337711e-18,0
5,"UD","CJ",20,0,0.7375,1,0,0,0,0.999999999999948,7.57784093339215e-21,5.21079889672274e-14,0
6,"UD","CJ",20,0,0.735,1,0,0,0,0.999999999999966,6.91308434163754e-21,3.450094693729e-14,0
7,"UD","CJ",20,0,0.745,1,0,0,0,0.999999999999996,2.6288315941579e-24,4.13900590856011e-15,0
8,"UD","CJ",20,0,0.7725,1,0,0,0,1,1.13328310560271e-30,3.24850121429493e-20,0
9,"UD","CJ",20,0,0.76,1,0,0,0,0.999999999999993,1.1060580451142e-24,7.05044367752887e-15,0
10,"UD","CJ",20,0,0.7625,1,0,0,0,1,1.80415207487091e-27,8.89850459151291e-19,0
11,"UD","CJ",20,0,0.7325,1,0,0,0,0.999999999999947,1.49230234333291e-21,5.27276833816771e-14,0
12,"UD","CJ",20,0,0.7625,1,0,0,0,0.999999999999999,4.84395144824617e-27,5.92090127997483e-16,0
13,"UD","CJ",20,0,0.75,1,0,0,0,1,7.08852407700324e-26,2.74814516144468e-17,0
14,"UD","CJ",20,0,0.74,1,0,0,0,0.999999999999998,2.94700168323925e-24,1.95749964487542e-15,0
15,"UD","CJ",20,0,0.735,1,0,0,0,0.999999999999895,6.04625790380296e-23,1.04523653400474e-13,0
16,"UD","CJ",20,0,0.7275,1,0,0,0,0.999999999997244,2.81954620784806e-20,2.75646189902474e-12,0
17,"UD","CJ",20,0,0.7525,1,0,0,0,1,8.42959978124837e-24,2.70448414897499e-16,0
18,"UD","CJ",20,0,0.7375,1,0,0,0,0.999999999999996,6.48998448991385e-24,4.00380670704406e-15,0
19,"UD","CJ",20,0,0.76,1,0,0,0,1,6.44963574468887e-25,1.57635427334183e-16,0
20,"UD","CJ",20,0,0.7475,1,0,0,0,1,3.54415961479123e-26,4.70836739438293e-17,0
1,"UD","CJ",20,10,0.7325,1,0,0,0,0.999999999915673,1.10890417748219e-17,8.43260436789303e-11,0
2,"UD","CJ",20,10,0.71,1,0,0,0,0.99999999913209,9.21518629994243e-16,8.67886547368036e-10,0
3,"UD","CJ",20,10,0.74,1,0,0,0,0.99999999999999,3.79654869454613e-22,9.44873544473063e-15,0
4,"UD","CJ",20,10,0.6925,1,0,0,0,0.999999999755751,1.22227966457143e-14,2.41908704442887e-10,0
5,"UD","CJ",20,10,0.73,1,0,0,0,0.999999999999936,7.88185476675407e-21,6.36533324890572e-14,0
6,"UD","CJ",20,10,0.7575,1,0,0,0,0.999999999999999,2.92161048861337e-24,6.87063600005199e-16,0
7,"UD","CJ",20,10,0.7625,1,0,0,0,1,1.27349190602906e-28,9.47401791240304e-18,0
8,"UD","CJ",20,10,0.7275,1,0,0,0,0.999999999999997,2.38749065858307e-21,3.40549428361863e-15,0
9,"UD","CJ",20,10,0.76,1,0,0,0,0.999999999999971,1.6274898000003e-23,2.87984240982764e-14,0
10,"UD","CJ",20,10,0.73,1,0,0,0,0.999999999673989,1.59377002758942e-18,3.26011251762585e-10,0
11,"UD","CJ",20,10,0.755,1,0,0,0,1,1.41433970947747e-24,1.56739523186395e-16,0
12,"UD","CJ",20,10,0.6975,1,0,0,0,0.99999999995163,1.23953375440685e-15,4.81750939275477e-11,0
13,"UD","CJ",20,10,0.7275,1,0,0,0,0.999999999996988,9.59532705086643e-21,3.01187186416482e-12,0
14,"UD","CJ",20,10,0.6925,1,0,0,0,0.999999999807623,8.82517225113722e-16,1.92145749625905e-10,0
15,"UD","CJ",20,10,0.7575,1,0,0,0,1,5.45007126082105e-26,1.71178258542504e-16,0
16,"UD","CJ",20,10,0.6925,1,0,0,0,0.999999999989838,1.75692803601554e-15,9.64254763575642e-12,0
17,"UD","CJ",20,10,0.7475,1,0,0,0,1,1.06181403497988e-24,1.36799931466476e-16,0
18,"UD","CJ",20,10,0.71,1,0,0,0,0.999999999959566,6.27354419007361e-17,4.04182811290719e-11,0
19,"UD","CJ",20,10,0.78,1,0,0,0,1,1.91681912405778e-28,2.48577822346772e-17,0
20,"UD","CJ",20,10,0.745,1,0,0,0,0.999999999999969,3.22853672845166e-24,3.1163800542315e-14,0
1,"UD","CJ",20,20,0.69,1,0,0,0,0.999999987825354,3.54249117859406e-14,1.21734383641249e-08,0
2,"UD","CJ",20,20,0.71,1,0,0,0,0.999999997725368,5.01804019754751e-15,2.27461971835837e-09,0
3,"UD","CJ",20,20,0.68,1,0,0,0,0.999999993951993,1.48970828909658e-13,6.03040964179309e-09,0
4,"UD","CJ",20,20,0.6575,1,0,0,0,0.999999171388857,1.51392539461859e-09,6.93588531278525e-07,0
5,"UD","CJ",20,20,0.6625,1,0,0,0,0.999987812702892,3.0747043919863e-09,1.21811084591058e-05,0
6,"UD","CJ",20,20,0.7225,1,0,0,0,0.999999999991467,5.9618679896757e-19,8.53241618087531e-12,0
7,"UD","CJ",20,20,0.6925,1,0,0,0,0.999999968016511,2.87251650625911e-15,3.19834814738839e-08,0
8,"UD","CJ",20,20,0.655,1,0,0,0,0.999409906939466,0.000257365884785593,0.000329786239592832,0
9,"UD","CJ",20,20,0.69,1,0,0,0,0.999999989406427,6.73357330801162e-12,1.04783730967175e-08,0
10,"UD","CJ",20,20,0.6725,1,0,0,0,0.999999849570382,1.28753179628343e-11,1.48996227821296e-07,0
11,"UD","CJ",20,20,0.6975,1,0,0,0,0.999999999668795,1.6833364134366e-15,3.31006976309233e-10,0
12,"UD","CJ",20,20,0.7,1,0,0,0,0.999999998191266,1.14318844189836e-14,1.80715553546895e-09,0
13,"UD","CJ",20,20,0.6825,1,0,0,0,0.999999997667812,3.08163569766367e-13,2.28352244784975e-09,0
14,"UD","CJ",20,20,0.665,1,0,0,0,0.999999910313175,7.20829571524528e-12,8.9164975823432e-08,0
15,"UD","CJ",20,20,0.71,1,0,0,0,0.999999999750461,1.17935779230534e-17,2.49538803868051e-10,0
16,"UD","CJ",20,20,0.645,1,0,0,0,0.999996805538654,3.68700606653054e-09,2.63683836092097e-06,0
17,"UD","CJ",20,20,0.685,1,0,0,0,0.999999941864375,4.29121894666239e-13,5.81297824055175e-08,0
18,"UD","CJ",20,20,0.7475,1,0,0,0,0.999999999999877,4.85335345529934e-24,1.23299590515933e-13,0
19,"UD","CJ",20,20,0.68,1,0,0,0,0.999999412109496,8.56198212632524e-12,5.87840707956509e-07,0
20,"UD","CJ",20,20,0.67,1,0,0,0,0.999999495720696,8.19170714411503e-11,4.95644699802094e-07,0
1,"UD","CJ",20,30,0.665,1,0,0,0,0.999998446720738,1.13097916624123e-09,1.4308677124403e-06,0
2,"UD","CJ",20,30,0.6775,1,0,0,0,0.99999991727548,2.89970344630053e-13,8.27205010358116e-08,0
3,"UD","CJ",20,30,0.66,1,0,0,0,0.999997642184565,7.8158230590235e-10,2.30480459572734e-06,0
4,"UD","CJ",20,30,0.675,1,0,0,0,0.999998575121571,1.71837611378966e-11,1.42484048071539e-06,0
5,"UD","CJ",20,30,0.6475,1,0,0,0,0.999444133568103,9.86850309724478e-07,0.000554057884837873,0
6,"UD","CJ",20,30,0.64,1,0,0,0,0.99994262048768,4.11134932634202e-07,1.33163902549005e-05,0
7,"UD","CJ",20,30,0.6325,1,0,0,0,0.999678339731614,5.81943214110441e-06,0.000213791290614688,0
8,"UD","CJ",20,30,0.6175,1,0,0,0,0.999347352417096,1.43876268061748e-05,0.000385387879074968,0
9,"UD","CJ",20,30,0.665,1,0,0,0,0.999998450466344,1.21205156622466e-10,1.54742296113782e-06,0
10,"UD","CJ",20,30,0.63,1,0,0,0,0.99928661835143,9.28964734572946e-06,0.000268872930207939,0
11,"UD","CJ",20,30,0.6625,1,0,0,0,0.999994744916857,6.18852910197018e-09,4.78383309272139e-06,0
12,"UD","CJ",20,30,0.6925,1,0,0,0,0.999999997738703,1.61325516073923e-13,2.24201653150948e-09,0
13,"UD","CJ",20,30,0.63,1,0,0,0,0.999414009948109,2.32343922571879e-05,0.000197407304032642,0
14,"UD","CJ",20,30,0.66,1,0,0,0,0.99998401981228,6.65531840053235e-09,1.58844692896884e-05,0
15,"UD","CJ",20,30,0.6525,1,0,0,0,0.999668785562228,5.97810351925828e-07,0.000330098807205893,0
16,"UD","CJ",20,30,0.66,1,0,0,0,0.999978652252235,1.74863124687504e-09,2.13427969716503e-05,0
17,"UD","CJ",20,30,0.6525,1,0,0,0,0.998188452403747,5.64181231373875e-06,0.00180546175583801,0
18,"UD","CJ",20,30,0.655,1,0,0,0,0.999999571369038,1.88861077548343e-10,3.98110589182639e-07,0
19,"UD","CJ",20,30,0.6925,1,0,0,0,0.999999984770286,3.15656367427473e-14,1.52285643520872e-08,0
20,"UD","CJ",20,30,0.6225,1,0,0,0,0.999294622789686,1.05155146283427e-05,0.00056429420978073,0
1,"UD","CJ",20,40,0.5825,1,0,0,0,0.813345884645914,0.121444143814834,0.0332997676147162,0
2,"UD","CJ",20,40,0.59,1,0,0,0,0.782293065208791,0.00231016879537096,0.00299638978937408,0
3,"UD","CJ",20,40,0.605,1,0,0,0,0.860494813664943,0.0956254128446163,0.0397460388878419,0
4,"UD","CJ",20,40,0.5975,1,0,0,0,0.980913501972273,0.00220225014593699,0.0111163391885303,0
