"cond"	"subj"	"cbal"	"sex"	"age"	"course"	"year"	"phase"	"block"	"trial"	"stim"	"rein"	"score"	"totresp"	"numlost"	"itiresp"	"resp"
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	8	"AB"	0	32	167	7	2	3
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	9	"CD"	1	41	200	9	0	33
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	10	"B"	1	45	215	9	2	13
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	11	"D"	0	44	229	10	2	12
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	12	"AB"	0	44	231	10	0	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	13	"CD"	1	53	263	12	0	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	14	"B"	1	60	291	13	1	27
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	15	"AB"	0	60	295	13	2	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	16	"B"	1	68	324	15	0	29
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	17	"A"	1	75	354	16	2	28
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	18	"C"	0	74	368	17	2	12
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	19	"AB"	0	74	371	17	0	3
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	20	"CD"	1	83	403	19	0	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	21	"B"	1	91	432	20	2	27
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	22	"D"	0	91	434	20	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	23	"A"	1	101	467	22	0	33
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	24	"AB"	0	101	474	22	5	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	25	"A"	1	110	507	24	0	33
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	26	"AB"	0	110	516	24	2	7
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	27	"D"	0	109	532	25	0	16
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	28	"D"	0	109	533	25	0	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	29	"C"	0	108	555	26	0	22
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	30	"CD"	1	116	587	28	0	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	31	"AB"	0	116	592	28	2	3
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	32	"CD"	1	123	624	30	0	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	1	"CD"	1	128	657	31	3	30
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	2	"D"	0	127	662	32	3	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	3	"CD"	1	133	694	33	0	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	4	"C"	0	132	700	34	1	5
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	5	"CD"	1	136	729	35	0	29
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	6	"AB"	0	136	731	35	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	7	"CD"	1	140	763	37	0	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	8	"C"	0	140	766	37	2	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	9	"AB"	0	140	770	37	0	4
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	10	"AB"	0	140	773	37	0	3
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	11	"B"	1	143	804	39	0	31
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	12	"AB"	0	143	808	39	3	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	13	"CD"	1	147	840	41	0	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	14	"D"	0	147	847	41	2	5
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	15	"C"	0	147	853	41	0	6
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	16	"A"	1	151	879	42	0	26
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	17	"AB"	0	150	885	43	2	4
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	18	"CD"	1	155	916	44	0	31
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	19	"D"	0	155	919	44	2	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	20	"B"	1	158	949	46	0	30
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	21	"AB"	0	158	952	46	3	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	22	"A"	1	162	981	48	0	29
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	23	"B"	1	166	1014	49	2	31
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	24	"A"	1	169	1042	51	1	27
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	1	"AB"	0	169	1044	51	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	2	"CD"	1	172	1076	52	0	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	3	"C"	0	172	1078	52	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	4	"CD"	1	173	1108	54	0	30
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	5	"C"	0	173	1110	54	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	6	"AB"	0	173	1112	54	0	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	7	"CD"	1	176	1148	56	0	36
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	8	"AB"	0	176	1150	56	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	9	"D"	0	176	1153	56	0	3
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	10	"CD"	1	179	1187	58	0	34
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	11	"D"	0	179	1190	58	3	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	12	"A"	1	182	1219	59	0	29
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	13	"B"	1	184	1254	61	2	33
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	14	"B"	1	186	1286	63	1	31
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	15	"AB"	0	186	1288	63	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	16	"A"	1	188	1307	64	0	19
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	1	"A"	1	190	1332	65	2	23
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	2	"B"	1	192	1362	67	1	29
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	3	"AB"	0	192	1365	67	2	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	4	"C"	0	192	1368	67	0	3
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	5	"AB"	0	192	1369	67	0	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	6	"CD"	1	195	1405	69	0	36
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	7	"CD"	1	198	1437	70	2	30
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	8	"D"	0	198	1439	70	1	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	9	"AB"	0	197	1441	71	0	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	10	"D"	0	197	1443	71	0	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	11	"C"	0	197	1446	71	0	3
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	12	"B"	1	199	1480	73	0	34
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	13	"A"	1	202	1510	74	3	27
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	14	"CD"	1	204	1536	75	2	24
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	15	"CD"	1	206	1567	77	2	29
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	16	"AB"	0	206	1571	77	2	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	1	"A"	1	208	1595	78	0	24
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	2	"C"	0	208	1596	78	1	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	3	"D"	0	208	1598	78	0	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	4	"AB"	0	207	1602	79	0	4
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	5	"C"	0	207	1602	79	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	6	"AB"	0	207	1602	79	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	7	"CD"	1	210	1628	80	0	26
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	8	"AB"	0	210	1628	80	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	9	"D"	0	210	1629	80	0	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	10	"AB"	0	210	1631	80	0	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	11	"CD"	1	212	1662	82	0	31
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	12	"CD"	1	214	1688	83	2	24
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	13	"A"	1	214	1704	84	1	15
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	14	"CD"	1	217	1726	85	1	21
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	15	"B"	1	219	1750	86	1	23
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	16	"B"	1	221	1785	88	3	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	1	"CD"	1	223	1811	89	1	25
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	2	"C"	0	223	1814	89	1	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	3	"A"	1	224	1836	90	0	22
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	4	"AB"	0	223	1840	91	2	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	5	"D"	0	223	1842	91	0	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	6	"D"	0	223	1843	91	0	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	7	"B"	1	225	1873	92	0	30
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	8	"CD"	1	227	1902	94	2	27
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	9	"C"	0	227	1902	94	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	10	"AB"	0	227	1906	94	0	4
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	11	"AB"	0	227	1908	94	0	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	12	"CD"	1	230	1936	95	0	28
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	13	"A"	1	231	1960	97	1	23
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	14	"B"	1	234	1987	98	2	25
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	15	"B"	1	235	2013	99	2	24
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	16	"AB"	0	235	2015	99	1	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	17	"AB"	0	235	2016	99	0	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	18	"A"	1	236	2037	100	0	21
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	19	"CD"	1	238	2067	102	1	29
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	20	"AB"	0	238	2068	102	1	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	21	"CD"	1	241	2094	103	0	26
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	22	"D"	0	241	2097	103	1	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	23	"C"	0	241	2098	103	0	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	24	"CD"	1	242	2123	105	0	25
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	1	"F"	0	242	2124	105	1	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	2	"CD"	1	244	2148	106	1	23
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	3	"F"	0	243	2161	107	1	12
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	4	"B"	1	246	2188	108	0	27
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	5	"C"	0	246	2189	108	1	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	6	"A"	1	248	2217	109	0	28
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	7	"C"	0	248	2219	109	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	8	"A"	1	249	2252	111	0	33
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	9	"A"	1	250	2280	113	2	26
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	10	"F"	0	250	2282	113	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	11	"CD"	1	253	2308	114	0	26
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	12	"A"	1	256	2337	115	1	28
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	13	"AB"	0	255	2344	116	2	5
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	14	"E"	0	255	2356	116	0	12
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	15	"A"	1	257	2378	117	0	22
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	16	"B"	1	259	2411	119	3	30
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	17	"B"	1	261	2448	121	2	35
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	18	"E"	0	261	2450	121	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	19	"A"	1	263	2477	122	0	27
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	20	"B"	1	265	2510	124	2	31
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	21	"AB"	0	265	2515	124	3	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	22	"CD"	1	267	2547	126	0	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	23	"AB"	0	267	2550	126	2	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	24	"A"	1	269	2574	127	0	24
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	25	"F"	0	269	2575	127	1	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	26	"F"	0	269	2575	127	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	27	"E"	0	269	2575	127	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	28	"E"	0	269	2575	127	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	29	"B"	1	271	2607	129	0	32
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	30	"F"	0	271	2611	129	4	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	31	"B"	1	273	2641	131	0	30
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	32	"D"	0	273	2642	131	1	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	33	"E"	0	273	2643	131	0	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	34	"D"	0	273	2644	131	0	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	35	"B"	1	276	2673	132	0	29
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	36	"A"	1	278	2705	134	2	30
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	37	"B"	1	281	2737	135	2	30
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	38	"E"	0	281	2739	135	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	1	"CD"	1	283	2768	137	0	29
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	2	"E"	0	283	2770	137	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	3	"AB"	0	283	2772	137	0	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	4	"D"	0	283	2774	137	0	2
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	5	"F"	0	283	2774	137	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	6	"AB"	0	283	2775	137	0	1
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	7	"A"	1	285	2799	138	0	24
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	8	"A"	1	287	2835	140	5	31
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	9	"B"	1	290	2873	142	3	35
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	10	"C"	0	290	2874	142	1	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	11	"B"	1	293	2907	144	0	33
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	12	"CD"	1	295	2937	145	2	28
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3b"	14	1	"EF"	0	295	2939	145	2	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3b"	14	2	"EF"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	1	"E"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	2	"EF"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	3	"E"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	4	"F"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	5	"EF"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	6	"F"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	7	"F"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	8	"EF"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	9	"E"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	10	"EF"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	11	"F"	0	295	2939	145	0	0
"PP"	40	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	12	"E"	0	295	2939	145	0	0
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	1	1	"Z"	1	7	24	1	0	24
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	1	2	"Y"	0	7	27	1	2	1
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	2	1	"Z"	1	10	52	2	0	25
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	2	2	"Y"	0	10	54	2	2	0
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	3	1	"Z"	1	10	54	2	0	0
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	3	2	"Y"	0	10	54	2	0	0
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	4	1	"Y"	0	10	54	2	0	0
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	4	2	"Z"	1	11	80	4	0	26
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	5	1	"Z"	1	13	104	5	3	21
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	5	2	"Y"	0	13	107	5	3	0
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	1	"C"	0	0	25	0	0	25
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	2	"B"	1	6	49	1	1	23
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	3	"CD"	1	13	78	2	2	27
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	4	"AB"	0	11	107	4	2	27
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	5	"AB"	0	10	136	5	2	27
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	6	"D"	0	8	165	7	3	26
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	7	"CD"	1	16	195	8	2	28
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	8	"CD"	1	22	222	10	2	25
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	9	"D"	0	22	239	10	3	14
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	10	"AB"	0	20	266	12	2	25
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	11	"AB"	0	20	268	12	2	0
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	12	"D"	0	19	293	13	0	25
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	13	"A"	1	25	319	14	2	24
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	14	"AB"	0	23	346	16	2	25
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	15	"CD"	1	31	374	17	2	26
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	16	"CD"	1	39	407	19	2	31
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	17	"AB"	0	38	425	20	2	16
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	18	"B"	1	44	450	21	0	25
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	19	"A"	1	51	477	22	4	23
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	20	"D"	0	50	490	23	5	8
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	21	"C"	0	49	503	24	0	13
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	22	"AB"	0	49	511	24	0	8
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	23	"CD"	1	57	538	25	0	27
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	24	"C"	0	56	559	26	4	17
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	25	"B"	1	63	586	28	1	26
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	26	"CD"	1	70	615	29	3	26
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	27	"B"	1	76	642	31	2	25
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	28	"A"	1	83	669	32	4	23
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	29	"A"	1	90	697	33	4	24
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	30	"AB"	0	88	723	35	3	23
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	31	"C"	0	88	731	35	3	5
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	32	"CD"	1	94	756	36	0	25
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	1	"A"	1	96	784	38	5	23
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	2	"A"	1	99	813	39	5	24
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	3	"AB"	0	97	844	41	4	27
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	4	"AB"	0	96	861	42	4	13
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	5	"CD"	1	100	886	43	0	25
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	6	"C"	0	99	901	44	4	11
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	7	"B"	1	103	925	45	0	24
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	8	"D"	0	103	939	45	2	12
"NP"	41	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	9	"CD"	1	107	965	47	0	26
