subj,block,trial,stim,resp,rt
44,7,4,7,B,2869
44,7,5,1,A,865
44,7,6,8,A,3223
44,7,7,5,A,1031
44,7,8,4,A,1187
44,7,9,10,B,1741
44,7,10,6,B,1285
44,8,1,3,B,4772
44,8,2,10,B,2553
44,8,3,6,B,804
44,8,4,5,A,736
44,8,5,2,A,768
44,8,6,7,B,1093
44,8,7,1,A,622
44,8,8,8,A,932
44,8,9,9,B,748
44,8,10,4,A,784
45,1,1,2,A,11623
45,1,2,1,A,6072
45,1,3,8,A,10819
45,1,4,10,B,2274
45,1,5,7,B,900
45,1,6,5,A,2932
45,1,7,3,B,8829
45,1,8,6,B,1329
45,1,9,9,B,805
45,1,10,4,A,1554
45,2,1,4,A,4510
45,2,2,9,B,3808
45,2,3,2,A,6788
45,2,4,3,B,1968
45,2,5,10,B,2053
45,2,6,5,A,1822
45,2,7,6,B,4949
45,2,8,1,A,3808
45,2,9,7,B,2374
45,2,10,8,A,5805
45,3,1,1,A,3400
45,3,2,2,A,1340
45,3,3,4,A,2437
45,3,4,8,A,2344
45,3,5,6,B,1847
45,3,6,5,A,2613
45,3,7,3,B,11837
45,3,8,9,B,1384
45,3,9,10,B,1176
45,3,10,7,B,609
45,4,1,6,B,48798
45,4,2,2,A,1337
45,4,3,9,B,1248
45,4,4,5,A,709
45,4,5,7,B,640
45,4,6,1,A,1436
45,4,7,3,B,936
45,4,8,10,B,1696
45,4,9,4,A,592
45,4,10,8,A,2852
45,5,1,4,A,2157
45,5,2,2,A,1256
45,5,3,3,B,657
45,5,4,8,A,1424
45,5,5,5,A,1289
45,5,6,9,B,932
45,5,7,7,B,654
45,5,8,10,B,605
45,5,9,1,A,643
45,5,10,6,B,576
45,6,1,7,B,2548
45,6,2,4,A,1855
45,6,3,5,A,1601
45,6,4,1,A,1101
45,6,5,8,A,486
45,6,6,9,B,1152
45,6,7,3,B,3541
45,6,8,2,A,853
45,6,9,6,B,1275
45,6,10,10,B,840
45,7,1,8,A,901
45,7,2,7,B,741
45,7,3,9,B,1062
45,7,4,10,B,1029
45,7,5,3,B,592
45,7,6,6,B,644
45,7,7,2,A,656
45,7,8,1,A,640
45,7,9,5,A,2158
45,7,10,4,A,697
45,8,1,5,A,1572
45,8,2,4,A,536
45,8,3,7,B,544
45,8,4,9,B,680
45,8,5,1,A,654
45,8,6,10,B,846
45,8,7,8,A,628
45,8,8,2,A,829
45,8,9,6,B,1456
45,8,10,3,B,767
46,1,1,6,B,8471
46,1,2,5,A,3148
46,1,3,9,B,1648
46,1,4,4,A,1628
46,1,5,10,B,1848
46,1,6,2,B,1888
46,1,7,7,A,2205
46,1,8,1,A,1692
46,1,9,3,A,1697
46,1,10,8,B,2855
46,2,1,10,B,7273
46,2,2,3,A,1723
46,2,3,6,B,1923
46,2,4,1,A,1298
46,2,5,4,A,1385
46,2,6,5,A,2079
46,2,7,9,B,1685
46,2,8,7,A,1810
46,2,9,8,B,2116
46,2,10,2,B,1210
46,3,1,2,B,3658
46,3,2,5,A,1731
46,3,3,9,B,1625
46,3,4,7,A,1764
46,3,5,10,B,1024
46,3,6,8,B,23100
46,3,7,1,A,2241
46,3,8,4,A,22123
46,3,9,3,A,3887
46,3,10,6,B,3266
46,4,1,9,B,16109
46,4,2,3,A,20362
46,4,3,6,B,8443
46,4,4,10,B,30735
46,4,5,5,A,5473
46,4,6,2,A,8574
46,4,7,4,A,4128
46,4,8,7,B,12545
46,4,9,1,A,3180
46,4,10,8,B,2374
46,5,1,8,B,64131
46,5,2,2,A,4442
46,5,3,1,A,1061
46,5,4,10,A,5311
46,5,5,7,B,2321
46,5,6,4,A,1374
46,5,7,3,A,2828
46,5,8,5,B,2010
46,5,9,9,B,2943
46,5,10,6,B,1094
46,6,1,9,B,43433
46,6,2,5,A,18196
46,6,3,1,A,3587
46,6,4,3,A,4369
46,6,5,2,A,7499
46,6,6,8,B,6215
46,6,7,7,B,8097
46,6,8,4,A,2480
46,6,9,6,B,2356
46,6,10,10,B,9150
46,7,1,1,A,10524
46,7,2,5,A,9251
46,7,3,6,B,4989
46,7,4,8,B,6850
46,7,5,10,B,4713
46,7,6,7,B,8100
46,7,7,3,A,5260
46,7,8,9,B,3582
46,7,9,2,A,4944
46,7,10,4,A,5027
46,8,1,9,B,7434
46,8,2,8,B,15360
46,8,3,2,A,4878
46,8,4,1,A,5264
46,8,5,7,B,3808
46,8,6,10,B,7042
46,8,7,3,A,2516
46,8,8,5,A,6165
46,8,9,6,B,6096
46,8,10,4,A,2792
47,1,1,2,B,9127
47,1,2,8,B,3849
47,1,3,1,A,2117
47,1,4,5,A,3229
47,1,5,9,B,1218
47,1,6,3,A,1615
47,1,7,10,B,1493
47,1,8,7,A,2003
47,1,9,4,A,1691
47,1,10,6,B,1883
47,2,1,1,A,6449
47,2,2,9,B,10770
47,2,3,10,B,5307
47,2,4,2,B,1269
47,2,5,6,B,1141
47,2,6,5,A,2127
47,2,7,8,B,871
47,2,8,4,A,1337
47,2,9,7,A,1967
47,2,10,3,A,4487
47,3,1,7,B,12313
47,3,2,10,B,5265
47,3,3,6,B,3971
47,3,4,2,A,2001
47,3,5,3,A,1416
47,3,6,1,A,1178
47,3,7,5,A,788
47,3,8,4,B,865
47,3,9,9,A,821
47,3,10,8,B,909
47,4,1,10,B,14792
47,4,2,1,A,1962
47,4,3,7,B,905
47,4,4,5,A,1057
47,4,5,3,B,786
47,4,6,6,B,743
47,4,7,2,A,715
47,4,8,9,B,752
47,4,9,4,A,790
47,4,10,8,A,2281
47,5,1,3,A,11761
47,5,2,9,B,6728
47,5,3,5,B,1646
47,5,4,10,A,5902
47,5,5,4,A,1254
47,5,6,8,B,824
47,5,7,1,A,976
47,5,8,6,B,1140
47,5,9,2,A,831
47,5,10,7,B,825
47,6,1,5,A,21939
47,6,2,1,A,6922
47,6,3,6,B,3108
47,6,4,3,A,2361
47,6,5,4,A,13602
47,6,6,9,B,4725
47,6,7,7,A,3112
47,6,8,2,B,2480
47,6,9,8,B,2986
47,6,10,10,B,1965
47,7,1,5,A,16676
47,7,2,9,B,16399
47,7,3,2,B,3858
47,7,4,3,A,2718
47,7,5,1,A,2984
47,7,6,8,B,1214
47,7,7,7,A,2398
47,7,8,6,B,1056
47,7,9,4,A,2990
47,7,10,10,B,2989
47,8,1,9,B,16325
47,8,2,4,A,1806
47,8,3,8,A,4527
47,8,4,5,A,988
47,8,5,3,B,786
47,8,6,2,A,744
47,8,7,6,B,819
47,8,8,10,B,1265
47,8,9,1,A,1605
47,8,10,7,B,827
48,1,1,2,B,7269
48,1,2,3,A,2099
48,1,3,4,A,2869
48,1,4,8,B,1843
48,1,5,6,B,2047
48,1,6,10,B,8744
48,1,7,1,A,2071
48,1,8,9,B,3140
48,1,9,5,A,2107
48,1,10,7,A,1970
48,2,1,10,B,5434
48,2,2,2,B,10325
48,2,3,3,A,2899
48,2,4,8,B,2258
48,2,5,5,A,9538
48,2,6,7,A,2291
48,2,7,6,B,1464
48,2,8,4,A,1575
48,2,9,9,B,1103
48,2,10,1,A,1846
48,3,1,10,B,4404
48,3,2,4,B,2562
48,3,3,7,B,1519
48,3,4,5,A,1163
48,3,5,9,A,607
48,3,6,3,A,1508
48,3,7,2,A,1056
48,3,8,8,B,895
48,3,9,6,B,831
48,3,10,1,A,723
48,4,1,6,B,3439
48,4,2,4,A,1052
48,4,3,9,B,698
48,4,4,3,A,707
48,4,5,10,A,1355
48,4,6,2,B,455
48,4,7,1,A,576
48,4,8,7,B,575
48,4,9,5,A,784
48,4,10,8,B,1542
48,5,1,10,B,4887
48,5,2,4,A,803
48,5,3,7,B,306
48,5,4,9,A,365
48,5,5,1,A,834
48,5,6,2,A,548
48,5,7,8,A,464
48,5,8,3,B,472
48,5,9,5,A,579
48,5,10,6,B,595
48,6,1,6,B,18471
48,6,2,5,A,594
48,6,3,4,A,517
48,6,4,10,B,744
48,6,5,2,A,568
48,6,6,7,B,788
48,6,7,9,B,431
48,6,8,8,A,563
48,6,9,1,A,1248
48,6,10,3,B,708
48,7,1,6,B,15267
48,7,2,3,A,797
48,7,3,7,B,583
48,7,4,10,B,1159
48,7,5,8,B,893
48,7,6,1,A,956
48,7,7,2,A,583
48,7,8,4,B,632
48,7,9,9,A,898
48,7,10,5,A,739
48,8,1,3,A,15842
48,8,2,4,B,350
48,8,3,6,B,1106
48,8,4,2,A,573
48,8,5,7,B,861
48,8,6,5,B,1237
48,8,7,8,B,727
48,8,8,9,B,901
48,8,9,10,A,1365
48,8,10,1,A,626
49,1,1,7,B,14498
49,1,2,4,A,4596
49,1,3,9,B,2284
49,1,4,10,B,3684
49,1,5,6,B,2400
49,1,6,8,A,2031
49,1,7,5,A,1908
49,1,8,3,B,1073
49,1,9,1,A,3460
49,1,10,2,A,1381
49,2,1,7,B,6324
49,2,2,8,B,3073
49,2,3,6,B,1652
49,2,4,9,B,4057
49,2,5,1,A,4033
49,2,6,3,A,3315
49,2,7,10,B,5336
49,2,8,5,A,1566
49,2,9,4,A,1572
49,2,10,2,A,10060
49,3,1,3,A,12263
49,3,2,5,A,4087
49,3,3,10,B,2243
49,3,4,8,A,3473
49,3,5,2,A,3267
49,3,6,1,A,2256
49,3,7,9,B,3007
49,3,8,4,A,1347
49,3,9,7,B,4047
49,3,10,6,B,2035
49,4,1,2,A,8371
49,4,2,10,B,5209
49,4,3,4,A,2231
49,4,4,3,B,4512
49,4,5,6,B,1412
49,4,6,9,B,1354
49,4,7,5,A,884
49,4,8,1,A,1105
49,4,9,8,A,2633
49,4,10,7,B,932
49,5,1,7,B,1945
49,5,2,5,A,1080
49,5,3,3,B,847
49,5,4,10,B,1461
49,5,5,8,A,1203
49,5,6,9,B,896
49,5,7,2,A,1057
49,5,8,4,A,946
49,5,9,1,A,3260
49,5,10,6,B,850
49,6,1,10,B,1519
49,6,2,7,B,810
49,6,3,2,A,743
49,6,4,4,A,935
49,6,5,5,A,655
49,6,6,9,B,831
49,6,7,8,A,1776
49,6,8,1,A,2000
49,6,9,6,B,1087
49,6,10,3,B,1619
49,7,1,7,B,1337
49,7,2,8,A,1296
49,7,3,1,A,1105
49,7,4,9,B,841
49,7,5,3,B,719
49,7,6,10,B,860
49,7,7,6,B,1029
49,7,8,4,B,832
49,7,9,5,A,1201
49,7,10,2,A,944
49,8,1,6,B,2720
49,8,2,3,B,3148
49,8,3,5,A,959
49,8,4,10,B,761
49,8,5,9,B,2927
49,8,6,8,A,803
49,8,7,1,A,737
49,8,8,2,A,1377
49,8,9,7,B,866
49,8,10,4,A,987
